step,x,y,h
406,3.7406264045053592e-06,4.370100077327884e-05,1.1286358805984809
407,3.7770740108874595e-06,4.247270755923506e-05,1.100380714717048
408,3.802399249194985e-06,4.132595842962116e-05,1.0721284202444354
409,3.8116620952797903e-06,4.025581256852611e-05,1.0438787022452194
410,3.8037287287672227e-06,3.92569727288736e-05,1.0156313127384518
411,3.781444921639215e-06,3.832289414032899e-05,0.9873860415801351
412,3.750854998066201e-06,3.744550836039627e-05,0.9591427090723021
413,3.719682421276665e-06,3.661561311104056e-05,0.9309011599494064
414,3.695459776844635e-06,3.582382027578156e-05,0.9026612587432283
415,3.6837684965796266e-06,3.5061810410957866e-05,0.8744228864956071
416,3.687006972703179e-06,3.4323553570369783e-05,0.8461859384760514
417,3.703963348496112e-06,3.360615046408976e-05,0.8179503223323517
418,3.7302642580805522e-06,3.2910031388877935e-05,0.7897159562301965
419,3.7595556416987042e-06,3.223840604164807e-05,0.761482766957443
420,3.785099825411933e-06,3.159604826488918e-05,0.733250688326163
421,3.8013852143558962e-06,3.0987677947601805e-05,0.7050196601906151
422,3.8053598429278584e-06,3.041632085845715e-05,0.6767896280375586
423,3.7970098969168942e-06,2.988205294958723e-05,0.6485605427438184
424,3.779178106516479e-06,2.9381457979037993e-05,0.6203323600741769
425,3.7567085438440083e-06,2.89079621257952e-05,0.5921050398370385
426,3.7351652549913028e-06,2.8452995474932637e-05,0.5638785450092544
427,3.7194633513618426e-06,2.8007720726895067e-05,0.5356528412281206
428,3.7127530463089447e-06,2.756491781183346e-05,0.5074278967582524
429,3.715813567263546e-06,2.7120559687599117e-05,0.4792036826528587
430,3.7270703417154974e-06,2.6674676269576843e-05,0.45098017270240437
431,3.7431850529445667e-06,2.6231268075644565e-05,0.4227573430061533
432,3.7600271240947878e-06,2.5797260327116577e-05,0.39453517137769256
433,3.7737519702170673e-06,2.538072610449974e-05,0.36631363695607067
